ID,ChangeSetID,TimeStamp,ReplicationTime,User,Cube,Tuple,OldValue,NewValue,StatusMessage
1295,144,2022-08-17T16:55:47Z,,,,,,,Change set 144 complete : 1
1296,145,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Data Control Target', '12345']",,READ,
1297,145,2022-08-17T16:55:47Z,,,,,,,Change set 145 complete : 1
1298,146,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Data Control Target', 'Test123']",,READ,
1299,146,2022-08-17T16:55:47Z,,,,,,,Change set 146 complete : 1
1073,f3,2022-08-17T16:55:46Z,,,,,,,Change set f3 complete : 1
1072,f3,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['TimeWeek', '12345']",,READ,
1071,f2,2022-08-17T16:55:46Z,,,,,,,Change set f2 complete : 1
1070,f2,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['TimeSeason', 'Test123']",,READ,
1069,f1,2022-08-17T16:55:46Z,,,,,,,Change set f1 complete : 1
1068,f1,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['TimeSeason', '12345']",,READ,
1067,f0,2022-08-17T16:55:46Z,,,,,,,Change set f0 complete : 1
1066,f0,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['TimeMonth', 'Test123']",,READ,
1065,ef,2022-08-17T16:55:46Z,,,,,,,Change set ef complete : 1
1064,ef,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['TimeMonth', '12345']",,READ,
1063,ee,2022-08-17T16:55:46Z,,,,,,,Change set ee complete : 1
1062,ee,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['TimeDay', 'Test123']",,READ,
1061,ed,2022-08-17T16:55:46Z,,,,,,,Change set ed complete : 1
1060,ed,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['TimeDay', '12345']",,READ,
1059,ec,2022-08-17T16:55:46Z,,,,,,,Change set ec complete : 1
1058,ec,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['TestDim', 'Test123']",,READ,
1057,eb,2022-08-17T16:55:46Z,,,,,,,Change set eb complete : 1
1056,eb,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['TestDim', '12345']",,READ,
1055,ea,2022-08-17T16:55:46Z,,,,,,,Change set ea complete : 1
1054,ea,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Test2', 'Test123']",,READ,
1053,eF,2022-08-17T16:55:46Z,,,,,,,Change set eF complete : 1
1052,eF,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Test2', '12345']",,READ,
1051,eE,2022-08-17T16:55:46Z,,,,,,,Change set eE complete : 1
1050,eE,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Test1', 'Test123']",,READ,
1049,eD,2022-08-17T16:55:46Z,,,,,,,Change set eD complete : 1
1048,eD,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Test1', '12345']",,READ,
1047,eC,2022-08-17T16:55:46Z,,,,,,,Change set eC complete : 1
1046,eC,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['SYS Process Status Lines', 'Test123']",,READ,
1045,eB,2022-08-17T16:55:46Z,,,,,,,Change set eB complete : 1
1044,eB,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['SYS Process Status Lines', '12345']",WRITE,READ,
1043,eA,2022-08-17T16:55:46Z,,,,,,,Change set eA complete : 1
1042,eA,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['SYS LineNo', 'Test123']",,READ,
1041,e9,2022-08-17T16:55:46Z,,,,,,,Change set e9 complete : 1
1040,e9,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['SYS LineNo', '12345']",WRITE,READ,
1039,e8,2022-08-17T16:55:46Z,,,,,,,Change set e8 complete : 1
1038,e8,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Sys_Promote', 'Test123']",,READ,
1037,e7,2022-08-17T16:55:46Z,,,,,,,Change set e7 complete : 1
1036,e7,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Sys_Promote', '12345']",,READ,
1035,e6,2022-08-17T16:55:46Z,,,,,,,Change set e6 complete : 1
1034,e6,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['SYS_PAW_Colunm', 'Test123']",,READ,
1033,e5,2022-08-17T16:55:46Z,,,,,,,Change set e5 complete : 1
1032,e5,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['SYS_PAW_Colunm', '12345']",,READ,
1031,e4,2022-08-17T16:55:46Z,,,,,,,Change set e4 complete : 1
1030,e4,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['SYS_mLogDeletions', 'Test123']",,READ,
1029,e3,2022-08-17T16:55:46Z,,,,,,,Change set e3 complete : 1
1028,e3,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['SYS_mLogDeletions', '12345']",WRITE,READ,
1027,e2,2022-08-17T16:55:46Z,,,,,,,Change set e2 complete : 1
1026,e2,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['SYS_mBackupFiles', 'Test123']",,READ,
1025,e1,2022-08-17T16:55:46Z,,,,,,,Change set e1 complete : 1
1024,e1,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['SYS_mBackupFiles', '12345']",WRITE,READ,
1023,e0,2022-08-17T16:55:46Z,,,,,,,Change set e0 complete : 1
1022,e0,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['SYS_LogDeletions', 'Test123']",,READ,
1021,df,2022-08-17T16:55:46Z,,,,,,,Change set df complete : 1
1020,df,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['SYS_LogDeletions', '12345']",WRITE,READ,
1019,de,2022-08-17T16:55:46Z,,,,,,,Change set de complete : 1
1018,de,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['SYS_BackupIndex', 'Test123']",,READ,
1017,dd,2022-08-17T16:55:46Z,,,,,,,Change set dd complete : 1
1016,dd,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['SYS_BackupIndex', '12345']",WRITE,READ,
1015,dc,2022-08-17T16:55:46Z,,,,,,,Change set dc complete : 1
1014,dc,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Run Book Index', 'Test123']",,READ,
1013,db,2022-08-17T16:55:46Z,,,,,,,Change set db complete : 1
1012,db,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Run Book Index', '12345']",,READ,
1011,da,2022-08-17T16:55:46Z,,,,,,,Change set da complete : 1
1010,da,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Run Book', 'Test123']",,READ,
1009,dF,2022-08-17T16:55:46Z,,,,,,,Change set dF complete : 1
1008,dF,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Run Book', '12345']",,READ,
1007,dE,2022-08-17T16:55:46Z,,,,,,,Change set dE complete : 1
1006,dE,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Promotion Job Index', 'Test123']",,READ,
1005,dD,2022-08-17T16:55:46Z,,,,,,,Change set dD complete : 1
1004,dD,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Promotion Job Index', '12345']",,READ,
1003,dC,2022-08-17T16:55:46Z,,,,,,,Change set dC complete : 1
1002,dC,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Promotion Job', 'Test123']",,READ,
1001,dB,2022-08-17T16:55:46Z,,,,,,,Change set dB complete : 1
1000,dB,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Promotion Job', '12345']",,READ,
999,dA,2022-08-17T16:55:46Z,,,,,,,Change set dA complete : 1
998,dA,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Process Log Run', 'Test123']",,READ,
997,d9,2022-08-17T16:55:46Z,,,,,,,Change set d9 complete : 1
996,d9,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Process Log Run', '12345']",,READ,
995,d8,2022-08-17T16:55:46Z,,,,,,,Change set d8 complete : 1
994,d8,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Process Log Line', 'Test123']",,READ,
993,d7,2022-08-17T16:55:46Z,,,,,,,Change set d7 complete : 1
992,d7,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Process Log Line', '12345']",,READ,
991,d6,2022-08-17T16:55:46Z,,,,,,,Change set d6 complete : 1
990,d6,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['plan_version', 'Test123']",,READ,
989,d5,2022-08-17T16:55:46Z,,,,,,,Change set d5 complete : 1
988,d5,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['plan_version', '12345']",,READ,
987,d4,2022-08-17T16:55:46Z,,,,,,,Change set d4 complete : 1
986,d4,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['plan_time', 'Test123']",,READ,
985,d3,2022-08-17T16:55:46Z,,,,,,,Change set d3 complete : 1
984,d3,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['plan_time', '12345']",,READ,
983,d2,2022-08-17T16:55:46Z,,,,,,,Change set d2 complete : 1
982,d2,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['plan_source', 'Test123']",,READ,
981,d1,2022-08-17T16:55:46Z,,,,,,,Change set d1 complete : 1
980,d1,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['plan_source', '12345']",,READ,
979,d0,2022-08-17T16:55:46Z,,,,,,,Change set d0 complete : 1
978,d0,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['plan_exchange_rates', 'Test123']",,READ,
977,cf,2022-08-17T16:55:46Z,,,,,,,Change set cf complete : 1
976,cf,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['plan_exchange_rates', '12345']",,READ,
975,ce,2022-08-17T16:55:46Z,,,,,,,Change set ce complete : 1
974,ce,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['plan_department', 'Test123']",,READ,
973,cd,2022-08-17T16:55:46Z,,,,,,,Change set cd complete : 1
972,cd,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['plan_department', '12345']",,READ,
971,cc,2022-08-17T16:55:46Z,,,,,,,Change set cc complete : 1
970,cc,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['plan_currency', 'Test123']",,READ,
969,cb,2022-08-17T16:55:46Z,,,,,,,Change set cb complete : 1
968,cb,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['plan_currency', '12345']",,READ,
967,ca,2022-08-17T16:55:46Z,,,,,,,Change set ca complete : 1
966,ca,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['plan_chart_of_accounts', 'Test123']",,READ,
965,cF,2022-08-17T16:55:46Z,,,,,,,Change set cF complete : 1
964,cF,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['plan_chart_of_accounts', '12345']",,READ,
963,cE,2022-08-17T16:55:46Z,,,,,,,Change set cE complete : 1
962,cE,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['plan_business_unit', 'Test123']",,READ,
961,cD,2022-08-17T16:55:46Z,,,,,,,Change set cD complete : 1
960,cD,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['plan_business_unit', '12345']",,READ,
959,cC,2022-08-17T16:55:46Z,,,,,,,Change set cC complete : 1
958,cC,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mUSerSelections', 'Test123']",,READ,
957,cB,2022-08-17T16:55:46Z,,,,,,,Change set cB complete : 1
956,cB,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mUSerSelections', '12345']",,READ,
955,cA,2022-08-17T16:55:46Z,,,,,,,Change set cA complete : 1
954,cA,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mSYS Subset Control', 'Test123']",,READ,
953,c9,2022-08-17T16:55:46Z,,,,,,,Change set c9 complete : 1
952,c9,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mSYS Subset Control', '12345']",WRITE,READ,
951,c8,2022-08-17T16:55:46Z,,,,,,,Change set c8 complete : 1
950,c8,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mSYS Process Status', 'Test123']",,READ,
949,c7,2022-08-17T16:55:46Z,,,,,,,Change set c7 complete : 1
948,c7,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mSYS Process Status', '12345']",WRITE,READ,
947,c6,2022-08-17T16:55:46Z,,,,,,,Change set c6 complete : 1
946,c6,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mSYS Hierarchy Control', 'Test123']",,READ,
945,c5,2022-08-17T16:55:46Z,,,,,,,Change set c5 complete : 1
944,c5,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mSYS Hierarchy Control', '12345']",WRITE,READ,
943,c4,2022-08-17T16:55:46Z,,,,,,,Change set c4 complete : 1
942,c4,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mSYS Form Filter', 'Test123']",,READ,
941,c3,2022-08-17T16:55:46Z,,,,,,,Change set c3 complete : 1
940,c3,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mSYS Form Filter', '12345']",,READ,
939,c2,2022-08-17T16:55:46Z,,,,,,,Change set c2 complete : 1
938,c2,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mSYS_Cubes_Dims', 'Test123']",,READ,
937,c1,2022-08-17T16:55:46Z,,,,,,,Change set c1 complete : 1
936,c1,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mSYS_Cubes_Dims', '12345']",WRITE,READ,
935,c0,2022-08-17T16:55:46Z,,,,,,,Change set c0 complete : 1
934,c0,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mSecurity', 'Test123']",,READ,
933,bf,2022-08-17T16:55:46Z,,,,,,,Change set bf complete : 1
932,bf,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mSecurity', '12345']",,READ,
931,be,2022-08-17T16:55:46Z,,,,,,,Change set be complete : 1
930,be,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mRun Book Control', 'Test123']",,READ,
929,bd,2022-08-17T16:55:46Z,,,,,,,Change set bd complete : 1
928,bd,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mRun Book Control', '12345']",,READ,
927,bc,2022-08-17T16:55:46Z,,,,,,,Change set bc complete : 1
926,bc,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Months', 'Test123']",,READ,
925,bb,2022-08-17T16:55:46Z,,,,,,,Change set bb complete : 1
924,bb,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Months', '12345']",WRITE,READ,
923,ba,2022-08-17T16:55:46Z,,,,,,,Change set ba complete : 1
922,ba,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Month', 'Test123']",,READ,
921,bF,2022-08-17T16:55:46Z,,,,,,,Change set bF complete : 1
920,bF,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Month', '12345']",WRITE,READ,
919,bE,2022-08-17T16:55:46Z,,,,,,,Change set bE complete : 1
918,bE,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mMonth Control', 'Test123']",,READ,
917,bD,2022-08-17T16:55:46Z,,,,,,,Change set bD complete : 1
916,bD,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mMonth Control', '12345']",WRITE,READ,
915,bC,2022-08-17T16:55:46Z,,,,,,,Change set bC complete : 1
914,bC,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mExportControl', 'Test123']",,READ,
913,bB,2022-08-17T16:55:46Z,,,,,,,Change set bB complete : 1
912,bB,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mExportControl', '12345']",,READ,
911,bA,2022-08-17T16:55:46Z,,,,,,,Change set bA complete : 1
910,bA,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mDataUpdate Scenario', 'Test123']",,READ,
909,b9,2022-08-17T16:55:46Z,,,,,,,Change set b9 complete : 1
908,b9,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mDataUpdate Scenario', '12345']",,READ,
907,b8,2022-08-17T16:55:46Z,,,,,,,Change set b8 complete : 1
906,b8,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mData Control', 'Test123']",,READ,
905,b7,2022-08-17T16:55:46Z,,,,,,,Change set b7 complete : 1
904,b7,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mData Control', '12345']",,READ,
903,b6,2022-08-17T16:55:46Z,,,,,,,Change set b6 complete : 1
902,b6,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mControl', 'Test123']",,READ,
901,b5,2022-08-17T16:55:46Z,,,,,,,Change set b5 complete : 1
900,b5,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mControl', '12345']",WRITE,READ,
899,b4,2022-08-17T16:55:46Z,,,,,,,Change set b4 complete : 1
898,b4,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mCapEx Assumptions', 'Test123']",,READ,
897,b3,2022-08-17T16:55:46Z,,,,,,,Change set b3 complete : 1
896,b3,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mCapEx Assumptions', '12345']",,READ,
895,b2,2022-08-17T16:55:46Z,,,,,,,Change set b2 complete : 1
894,b2,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mBudget Upload Validation', 'Test123']",,READ,
893,b1,2022-08-17T16:55:46Z,,,,,,,Change set b1 complete : 1
892,b1,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mBudget Upload Validation', '12345']",WRITE,READ,
891,b0,2022-08-17T16:55:46Z,,,,,,,Change set b0 complete : 1
890,b0,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mBudget Planning Upload History', 'Test123']",,READ,
889,af,2022-08-17T16:55:46Z,,,,,,,Change set af complete : 1
888,af,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mBudget Planning Upload History', '12345']",WRITE,READ,
887,ae,2022-08-17T16:55:46Z,,,,,,,Change set ae complete : 1
886,ae,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mBudget Planning Upload', 'Test123']",,READ,
885,ad,2022-08-17T16:55:46Z,,,,,,,Change set ad complete : 1
884,ad,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mBudget Planning Upload', '12345']",WRITE,READ,
883,ac,2022-08-17T16:55:46Z,,,,,,,Change set ac complete : 1
882,ac,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mBudget Planning', 'Test123']",,READ,
881,ab,2022-08-17T16:55:46Z,,,,,,,Change set ab complete : 1
880,ab,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['mBudget Planning', '12345']",WRITE,READ,
879,aa,2022-08-17T16:55:46Z,,,,,,,Change set aa complete : 1
878,aa,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['m_HierarchyManagement', 'Test123']",,READ,
877,aF,2022-08-17T16:55:46Z,,,,,,,Change set aF complete : 1
876,aF,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['m_HierarchyManagement', '12345']",,READ,
875,aE,2022-08-17T16:55:46Z,,,,,,,Change set aE complete : 1
874,aE,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Hierarchy_Scenario', 'Test123']",,READ,
873,aD,2022-08-17T16:55:46Z,,,,,,,Change set aD complete : 1
872,aD,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Hierarchy_Scenario', '12345']",,READ,
871,aC,2022-08-17T16:55:46Z,,,,,,,Change set aC complete : 1
870,aC,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Hierarchy_Rows', 'Test123']",,READ,
869,aB,2022-08-17T16:55:46Z,,,,,,,Change set aB complete : 1
868,aB,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Hierarchy_Rows', '12345']",,READ,
867,aA,2022-08-17T16:55:46Z,,,,,,,Change set aA complete : 1
866,aA,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Hierarchy_Alternates', 'Test123']",,READ,
865,a9,2022-08-17T16:55:46Z,,,,,,,Change set a9 complete : 1
864,a9,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Hierarchy_Alternates', '12345']",,READ,
863,a8,2022-08-17T16:55:46Z,,,,,,,Change set a8 complete : 1
862,a8,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Export Item', 'Test123']",,READ,
861,a7,2022-08-17T16:55:46Z,,,,,,,Change set a7 complete : 1
860,a7,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Export Item', '12345']",,READ,
859,a6,2022-08-17T16:55:46Z,,,,,,,Change set a6 complete : 1
858,a6,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Export Index', 'Test123']",,READ,
857,a5,2022-08-17T16:55:46Z,,,,,,,Change set a5 complete : 1
856,a5,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Export Index', '12345']",,READ,
855,a4,2022-08-17T16:55:46Z,,,,,,,Change set a4 complete : 1
854,a4,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Export Dimension', 'Test123']",,READ,
853,a3,2022-08-17T16:55:46Z,,,,,,,Change set a3 complete : 1
852,a3,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Export Dimension', '12345']",,READ,
851,a2,2022-08-17T16:55:46Z,,,,,,,Change set a2 complete : 1
850,a2,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Dimensions', 'Test123']",,READ,
849,a1,2022-08-17T16:55:46Z,,,,,,,Change set a1 complete : 1
848,a1,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Dimensions', '12345']",,READ,
847,a0,2022-08-17T16:55:46Z,,,,,,,Change set a0 complete : 1
846,a0,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Department', 'Test123']",,READ,
845,Ff,2022-08-17T16:55:46Z,,,,,,,Change set Ff complete : 1
844,Ff,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Department', '12345']",WRITE,READ,
843,Fe,2022-08-17T16:55:46Z,,,,,,,Change set Fe complete : 1
842,Fe,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Data Update Scenario', 'Test123']",,READ,
841,Fd,2022-08-17T16:55:46Z,,,,,,,Change set Fd complete : 1
840,Fd,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Data Update Scenario', '12345']",,READ,
839,Fc,2022-08-17T16:55:46Z,,,,,,,Change set Fc complete : 1
838,Fc,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Data Control Target', 'Test123']",,READ,
837,Fb,2022-08-17T16:55:46Z,,,,,,,Change set Fb complete : 1
836,Fb,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Data Control Target', '12345']",,READ,
835,Fa,2022-08-17T16:55:46Z,,,,,,,Change set Fa complete : 1
834,Fa,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Data Control Source', 'Test123']",,READ,
833,FF,2022-08-17T16:55:46Z,,,,,,,Change set FF complete : 1
832,FF,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Data Control Source', '12345']",,READ,
831,FE,2022-08-17T16:55:46Z,,,,,,,Change set FE complete : 1
830,FE,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Data Control Scenario', 'Test123']",,READ,
829,FD,2022-08-17T16:55:46Z,,,,,,,Change set FD complete : 1
828,FD,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Data Control Scenario', '12345']",,READ,
827,FC,2022-08-17T16:55:46Z,,,,,,,Change set FC complete : 1
826,FC,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Currency', 'Test123']",,READ,
825,FB,2022-08-17T16:55:46Z,,,,,,,Change set FB complete : 1
824,FB,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Currency', '12345']",WRITE,READ,
823,FA,2022-08-17T16:55:46Z,,,,,,,Change set FA complete : 1
